1000

1	  0.000000	  0.000000	  0.000000
1	  0.023003	  0.034480	  0.007274
1	  0.027810	  0.033599	 -0.014417
1	  0.033802	  0.002478	 -0.016714
1	  0.043695	  0.031008	 -0.002174
1	  0.044226	  0.007750	  0.000670
1	  0.019700	 -0.015749	 -0.006150
1	  0.035795	 -0.015609	 -0.019043
1	  0.026561	 -0.028560	  0.011435
1	  0.035835	 -0.030524	 -0.007685
1	  0.053659	 -0.004277	  0.014961
1	  0.050346	  0.002871	  0.026559
1	  0.034673	  0.059133	  0.054010
1	  0.048813	  0.063397	  0.079423
1	  0.064545	  0.067967	  0.101220
1	  0.041088	  0.058733	  0.101920
1	  0.021518	  0.055291	  0.079987
1	  0.032679	  0.053667	  0.061858
1	  0.051124	  0.043895	  0.059080
1	  0.036341	  0.046443	  0.043306
1	  0.055187	  0.091085	  0.048046
1	  0.067166	  0.107015	  0.076597
1	  0.103376	  0.100747	  0.062730
1	  0.129029	  0.101410	  0.055729
1	  0.128623	  0.092083	  0.067661
1	  0.133941	  0.086034	  0.060441
1	  0.110269	  0.084561	  0.021600
1	  0.122025	  0.061540	  0.000750
1	  0.119400	  0.073179	 -0.012505
1	  0.118346	  0.050769	 -0.038592
1	  0.104439	  0.090592	 -0.040456
1	  0.087649	  0.064184	 -0.039917
1	  0.093126	  0.037793	 -0.016377
1	  0.103758	 -0.000883	 -0.005528
1	  0.142360	 -0.022032	 -0.004424
1	  0.159609	  0.015323	 -0.006649
1	  0.137159	  0.026927	 -0.016427
1	  0.139976	  0.077821	 -0.026669
1	  0.162137	  0.091428	  0.000357
1	  0.208530	  0.096061	  0.026586
1	  0.185793	  0.110629	  0.029522
1	  0.170567	  0.130648	 -0.004646
1	  0.172281	  0.119159	  0.000924
1	  0.161507	  0.101177	 -0.019518
1	  0.180122	  0.120543	 -0.045077
1	  0.162360	  0.079877	 -0.052457
1	  0.169398	  0.078816	 -0.050855
1	  0.146847	  0.120106	 -0.054063
1	  0.140896	  0.134670	 -0.035941
1	  0.128576	  0.130492	 -0.024891
1	  0.113217	  0.106379	 -0.050150
1	  0.100473	  0.095287	 -0.052157
1	  0.098054	  0.090637	 -0.097559
1	  0.108747	  0.110038	 -0.089478
1	  0.110057	  0.109377	 -0.121401
1	  0.135163	  0.102147	 -0.116489
1	  0.136349	  0.120958	 -0.125113
1	  0.133005	  0.138937	 -0.107750
1	  0.133691	  0.125252	 -0.088556
1	  0.129321	  0.092021	 -0.092905
1	  0.139325	  0.125091	 -0.091838
1	  0.145217	  0.136097	 -0.117010
1	  0.138874	  0.137204	 -0.094003
1	  0.129510	  0.175636	 -0.117611
1	  0.119027	  0.193287	 -0.096772
1	  0.107439	  0.191565	 -0.129490
1	  0.123539	  0.210022	 -0.119428
1	  0.120708	  0.210584	 -0.098207
1	  0.115903	  0.225964	 -0.126533
1	  0.139657	  0.227923	 -0.090996
1	  0.164979	  0.238334	 -0.080298
1	  0.138591	  0.256453	 -0.086343
1	  0.162069	  0.252880	 -0.097117
1	  0.169118	  0.267927	 -0.073006
1	  0.172905	  0.266574	 -0.068822
1	  0.152659	  0.255365	 -0.050022
1	  0.165183	  0.261249	 -0.079182
