1000

1	  0.000000	  0.000000	  0.000000
1	 -0.019843	 -0.008435	  0.014416
1	 -0.017634	 -0.007934	 -0.016494
1	  0.028026	  0.004432	 -0.021966
1	  0.033036	  0.028300	 -0.051807
1	 -0.003846	  0.020767	 -0.052996
1	 -0.010061	  0.011910	 -0.028739
1	  0.014937	  0.039637	 -0.010037
1	  0.005397	  0.004611	 -0.000512
1	  0.016557	  0.030779	 -0.008081
1	  0.021020	  0.013618	  0.020258
1	 -0.003707	  0.043591	  0.032050
1	 -0.002233	  0.013136	  0.049388
1	  0.008382	  0.025739	  0.058066
1	 -0.010401	  0.015374	  0.093591
1	 -0.020525	 -0.009457	  0.072386
1	 -0.007036	 -0.040440	  0.054268
1	 -0.035137	  0.003817	  0.048481
1	 -0.049314	 -0.010453	  0.063521
1	 -0.046816	  0.016915	  0.082942
1	 -0.011611	  0.021546	  0.062628
1	 -0.035372	  0.013544	  0.050149
1	 -0.016347	  0.033520	  0.040235
1	 -0.006339	  0.026938	  0.075835
1	  0.001996	  0.059649	  0.075444
1	 -0.004607	  0.053617	  0.091107
1	  0.001074	  0.046894	  0.118091
1	 -0.018022	  0.072396	  0.146202
1	 -0.019139	  0.068762	  0.176696
1	 -0.019552	  0.073721	  0.173827
1	 -0.000977	  0.076735	  0.178902
1	 -0.005047	  0.107336	  0.155938
1	  0.000638	  0.109972	  0.160600
1	 -0.016211	  0.136518	  0.140953
1	 -0.013299	  0.124879	  0.127099
1	 -0.003623	  0.144876	  0.154414
1	  0.018597	  0.157303	  0.158989
1	 -0.004924	  0.136511	  0.156375
1	  0.025733	  0.112480	  0.145189
1	  0.025160	  0.112732	  0.127504
1	 -0.004826	  0.127393	  0.129079
1	 -0.021858	  0.145906	  0.138218
1	 -0.012495	  0.118066	  0.160802
1	 -0.009710	  0.104266	  0.180776
1	  0.005293	  0.130063	  0.174735
1	  0.041395	  0.146581	  0.178056
1	  0.051768	  0.161888	  0.136457
1	  0.054978	  0.181668	  0.147472
1	  0.034029	  0.212801	  0.148125
1	  0.034027	  0.210503	  0.228272
1	  0.018177	  0.177650	  0.219775
1	  0.074762	  0.194067	  0.180756
1	  0.090064	  0.197785	  0.179357
1	  0.083348	  0.206055	  0.183507
